tablescraper-selected-row,tablescraper-selected-row href,tablescraper-selected-row 2,tablescraper-selected-row 3,tablescraper-selected-row href 2,tablescraper-selected-row 4,tablescraper-selected-row href 3
00963,https://www.zipdatamaps.com/00963,PO Box,Catano,https://www.zipdatamaps.com/zipcodes-catano-pr,Catano,https://www.zipdatamaps.com/catano-pr-county-zipcodes
00965,https://www.zipdatamaps.com/00965,Non-Unique,Guaynabo,https://www.zipdatamaps.com/zipcodes-guaynabo-pr,Guaynabo,https://www.zipdatamaps.com/guaynabo-pr-county-zipcodes
00966,https://www.zipdatamaps.com/00966,Non-Unique,Guaynabo,https://www.zipdatamaps.com/zipcodes-guaynabo-pr,Guaynabo,https://www.zipdatamaps.com/guaynabo-pr-county-zipcodes
00968,https://www.zipdatamaps.com/00968,Non-Unique,Guaynabo,https://www.zipdatamaps.com/zipcodes-guaynabo-pr,Guaynabo,https://www.zipdatamaps.com/guaynabo-pr-county-zipcodes
00969,https://www.zipdatamaps.com/00969,Non-Unique,Guaynabo,https://www.zipdatamaps.com/zipcodes-guaynabo-pr,Guaynabo,https://www.zipdatamaps.com/guaynabo-pr-county-zipcodes
00970,https://www.zipdatamaps.com/00970,PO Box,Guaynabo,https://www.zipdatamaps.com/zipcodes-guaynabo-pr,Guaynabo,https://www.zipdatamaps.com/guaynabo-pr-county-zipcodes
00971,https://www.zipdatamaps.com/00971,Non-Unique,Guaynabo,https://www.zipdatamaps.com/zipcodes-guaynabo-pr,Guaynabo,https://www.zipdatamaps.com/guaynabo-pr-county-zipcodes
00975,https://www.zipdatamaps.com/00975,Unique,San Juan,https://www.zipdatamaps.com/zipcodes-san-juan-pr,San Juan,https://www.zipdatamaps.com/san-juan-pr-county-zipcodes
00976,https://www.zipdatamaps.com/00976,Non-Unique,Trujillo Alto,https://www.zipdatamaps.com/zipcodes-trujillo-alto-pr,Trujillo Alta,https://www.zipdatamaps.com/trujillo-alta-pr-county-zipcodes
00977,https://www.zipdatamaps.com/00977,PO Box,Trujillo Alto,https://www.zipdatamaps.com/zipcodes-trujillo-alto-pr,Trujillo Alta,https://www.zipdatamaps.com/trujillo-alta-pr-county-zipcodes
00978,https://www.zipdatamaps.com/00978,PO Box,Saint Just,https://www.zipdatamaps.com/zipcodes-saint-just-pr,Trujillo Alta,https://www.zipdatamaps.com/trujillo-alta-pr-county-zipcodes
00979,https://www.zipdatamaps.com/00979,Non-Unique,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00981,https://www.zipdatamaps.com/00981,PO Box,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00982,https://www.zipdatamaps.com/00982,Non-Unique,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00983,https://www.zipdatamaps.com/00983,Non-Unique,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00984,https://www.zipdatamaps.com/00984,PO Box,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00985,https://www.zipdatamaps.com/00985,Non-Unique,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00986,https://www.zipdatamaps.com/00986,PO Box,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00987,https://www.zipdatamaps.com/00987,Non-Unique,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
00988,https://www.zipdatamaps.com/00988,PO Box,Carolina,https://www.zipdatamaps.com/zipcodes-carolina-pr,Carolina,https://www.zipdatamaps.com/carolina-pr-county-zipcodes
